Repository,Title,Body,Link
2019.1-Aix,Refatorar script do Travis,"Atualmente, por tratar de um único repositório que gera o deploy de múltiplos serviços, o script do Travis foi configurado para executar jobs paralelos para que a build, teste e deploy dos diferentes serviços ocorram de maneira independente. Para que isso ocorra de maneira eficiente, os jobs foram configurados para executar um script no início da build que verifica no range de commits na build se os respectivos serviços foram alterados e se a build e deploy devem ser executados, afinal nem todo commit gera alteração em todos os serviços, logo nem todo commit deve gerar o deploy de todos os serviços.

Foi observado no decorrer da sprint um comportamento inesperado. Após uma build quebrar por erro nos testes, houve um commit de documentação, o qual não gerou alterações em nenhum serviço, portanto, como não houveram correções, a build deveria continuar quebrando, indicando algum erro que deveria ser resolvido. No entanto, por não haverem alterações em nenhum serviço, o script de verificação causou a saída prematura da build com sucesso, sem have,  correção no erro que causou a quebra da build anterior.

Deve-se alterar a verificação para que esta ocorra na fase de deploy, para que o deploy de cada serviço ocorra apenas exista alguma alteração no serviço, afinal é importante que exista consistência entre as builds e que continuem mostrando os erros, caso não tenham sido corrigidos.

**Tarefas**

- [ ] Corrigir o script de verificação
- [ ] Realizar a verificação apenas na fase de deploy da build, para que exista consistência entre as builds(conforme descrito), mas para que o deploy ocorra apenas caso exista alteração nos serviços. 

**Critérios de aceitação**

- [ ] O script deve permitir a consistência entre as builds
- [ ] O deploy deve ocorrer apenas caso os respectivos serviços sejam alterados
",https://github.com/fga-eps-mds/2019.1-Aix/issues/336
2019.1-Aix,Documentar abertura e fechamento da sprint 9,"Escrever documentação de abertura e fechamento da sprint 9

**Tarefas**
- [x] Escrever a documentação relativa a revisão da sprint 9
- [x] Escrever a retrospectiva da sprint 9
- [x] Adicionar o burndown da sprint a documentação
- [x] Adicionar o velocity da sprint a documentação
- [x] Adicionar o planejamento de riscos e o burndown de riscos
- [x] Adicionar o quadro de conhecimentos
- [x] Disponibilizar a documentação no github pages

**Critérios de aceitação**

- [x] Todas os pontos elencados nas tarefas devem estar concluídos
- [x] A documentação deve estar disponível no github pages",https://github.com/fga-eps-mds/2019.1-Aix/issues/335
2019.1-Aix,Adicionar tópicos de códigos na prática relacionados aos exemplos de cada conteúdo,"Adicionar tópicos de códigos na prática relacionados aos exemplos de cada conteúdo. 

**Tarefas**

- [ ] Incluir aos exemplos um código relacionado aos exemplos, para o usuário testar durante a compilação
- [ ] Adaptar o que foi acrescentando ao fluxograma de utters

**Critérios de aceitação**

- [ ] Aix ser capaz de responder este tópico
- [ ] Conteúdo não reduzir precisão de resposta para outro tópico
- [ ] Documentar na issue o conteúdo inserido
",https://github.com/fga-eps-mds/2019.1-Aix/issues/334
2019.1-Aix,Refatorar fluxograma afim de criar a versão 1.3,"Criar versão 1.3 do fluxograma refatorando o fluxo de acordo com decisões tomadas na sprint 8 com a finalidade de redução de escopo e implementação de feature para agregação de valor ao produto.

**Tarefas**

- [ ] Criar versão 1.3 do fluxograma
- [ ] Refatorar funcionalidades existentes

**Critérios de aceitação**

- [ ] Fluxograma atualizado no ghPages",https://github.com/fga-eps-mds/2019.1-Aix/issues/333
2019.1-Aix,Integração Aix com UVA online judge para realização de login do usuário,"Possibilitar o login do usuário no site do UVA Online Judge a partir da Aix, o que irá permitir a submissão e o feedback de códigos.

**Tarefas**

- [x] Estudar viabilidade de aplicação de GET e POST no site do UVA
- [x]  Documentar estudo realizado do site
- [x]  Integrar o UVA de forma que o usuário consiga fazer login por meio do bot

**Critérios de aceitação**

- [x]  Usuário conseguir logar no site pelo próprio bot
- [x]  Estudo do site documentado para facilitação da compreensão de todo o time.

",https://github.com/fga-eps-mds/2019.1-Aix/issues/326
2019.1-Aix,Refatoração da GhPages,"Refatorar GhPages de acordo conteúdos inseridos afim de atomizar o conjunto de documentos presentes.

**Tarefas**

- [x] Atomizar a criação de tópicos do conjunto de documentos
- [x] Criar fluxo de conversa para divulgar Aix na página inicial

**Critérios de aceitação**

- [x] GhPages atualizada
",https://github.com/fga-eps-mds/2019.1-Aix/issues/323
2019.1-Aix,Implementar ferramenta de monitoramento do deploy no Rancher para Telegram,"Com a concretização do deploy contínuo em #293 torna-se interessante a implementação de uma ferramenta para auxiliar o monitoramento dos serviços no Rancher.

**Tarefas**

- [x] Criar bot para telegram no BotFather
- [x] Restringir funcionamento do bot apenas para os usuários autorizados
- [x] Utilizar api do Rancher para monitoramento do deploy via chat

**Critérios de aceitação**

- [x] Deve ser possível monitorar saúde dos serviços via telegram
- [x] Restringir uso do bot apenas para usuários autorizados e responder apenas quando necessário",https://github.com/fga-eps-mds/2019.1-Aix/issues/322
2019.1-Aix,Enviar o Coverage para o CodeClimate,"Atualizar o script do Travis CI para enviar o Coverage para o Codeclimate.

**Tarefas**

- [x] Atualizar o script do Travis CI.

**Critérios de aceitação**

- [x] Mostrar a cobertura de testes no _Badges_.
",https://github.com/fga-eps-mds/2019.1-Aix/issues/321
2019.1-Aix,Atualizar Pipeline de Deploy,"**Tarefas**

- [x] Atualizar o documento da Pipeline de Deploy

**Critérios de aceitação**

- [x] O documento deve refletir a pipeline atual
- [x] O documento deve estar disponível no Github pages
",https://github.com/fga-eps-mds/2019.1-Aix/issues/320
2019.1-Aix,Aplicação de slots para sentenças incompletas,"Tratar o problema gerado durante a interação com o bot por meio da construção de frases inconsistêntes de forma a induzir ao bot permanecer no conteúdo já discutido anteriormente afim de mitigar o problema.

**Tarefas**

- [x] Aplicar o uso de slots afim de fazer com que o bot armazene o conteúdo anterior discutido e facilitar a compreensão do bot mesmo quando o usuário não escreve de forma consistênte sua dúvida ou desejo.

**Critérios de aceitação**

- [x] Bot capaz de compreender intenção do usuário mesmo quando escrita de forma inconsistênte
",https://github.com/fga-eps-mds/2019.1-Aix/issues/319
2019.1-Aix,Realizar a construção estática de envio de exercício do UVA online judge,"Realizar a construção estática de envio de exercícios no formato de PDF do UVA no bot

**Tarefas**

- [x] Selecionar os exercícios para cada conteúdo que o bot é capaz de dialogar no UVA
- [x] Selecionar níveis diferentes para cada conteúdo presente no bot (Estruturas de Repetição: Nível 1, Nível 2...)
- [x] Reestruturar utter de sugestão de exercícios de forma a possibilitar e induzir o usuário a solicitar os exercícios de cada conteúdo de acordo com o nível.(Apresenta os níveis de exercícios existentes e pede para que o usuário selecione o desejado)
- [x] Criar utter para cada envio de arquivo em pdf para cada nível de exercício para determinado conteúdo.

**Critérios de aceitação**

- [x] Usuário ser capaz de selecionar o nível de exercício que deseja solucionar e submeter no bot
- [x] Usuário consiga de forma intuitiva entender que pode escolher o nível de exercício que deseja solucionar
- [x] Usuário receber pdf com o exercício proposto
",https://github.com/fga-eps-mds/2019.1-Aix/issues/318
2019.1-Aix,Integração Aix com UVA online judge para submissão de exercício,"Realizar integração do UVA com o bot afim de possibilitar a submissão de exercício.

**Tarefas**

- [x] Estudar viabilidade de aplicação de API do UVA
- [x] Documentar estudo realizado da API
- [x] Integrar API de forma que o usuário consiga submeter um exercício por meio do bot

**Critérios de aceitação**

- [x] Usuário conseguir submeter um exercício sugerido pelo próprio bot
- [x] Estudo da API utilizada documentado para facilitação da compreensão de todo o time.
",https://github.com/fga-eps-mds/2019.1-Aix/issues/317
2019.1-Aix,Integração Aix com UVA online judge para envio de feedback,"Realizar integração do UVA com o bot afim de possibilitar o envio do feedback do exercício proposto e submetido pelo bot

**Tarefas**

- [x] Documentar estudo realizado da API com relação a implementação de feedback para o usuário.
- [x] Integrar API de forma que o usuário consiga receber o feedback do exercício submetido

**Critérios de aceitação**

- [x] Usuário receber feedback do exercício quanto ao que foi submetido
- [x] Estudo da API utilizada documentado para facilitação da compreensão de todo o time.
",https://github.com/fga-eps-mds/2019.1-Aix/issues/316
2019.1-Aix,Definição de melhorias no bot baseado no teste de usabilidade aplicado,"Aplicar melhorias no fluxo e conversação da Aix baseado no feedback obtido por meio da aplicação do teste de usabilidade

**Tarefas**

- [x] Analisar documento gerado pelo teste de usabilidade
- [x] Analisar formulário aplicado para obter quais melhorias devem ser aplicadas no bot 
- [x] Documentar as melhorias a serem aplicadas

**Critérios de aceitação**

- [x] Documento de teste de usabilidade atualizado com melhorias a serem aplicadas para próxima sprint
",https://github.com/fga-eps-mds/2019.1-Aix/issues/315
2019.1-Aix,Issue do Yoshi para criação de container ou atualização da parte de devops de acordo com a implementação da feature de compilação,"Breve comentário sobre o contexto e descrição da issue.

**Tarefas**

- [x] Passo a ser feito para que algum critério de aceitação seja cumprido

**Critérios de aceitação**

- [x] Cada critério de aceitação descreve uma condição necessária para que a issue seja considerada completa
- [x] A condição necessária pode ser a nível de comportamento ou resultado
",https://github.com/fga-eps-mds/2019.1-Aix/issues/314
2019.1-Aix,Atualização da Arquitetura,"Atualização da Arquitetura de acordo com implementação da feature de compilação

**Tarefas**

- [x] Atualizar documento de arquitetura de acordo com a implementação da novas feature.

**Critérios de aceitação**

- [x] Atualizar a parte arquitetural do projeto 
- [x] Gerar novo diagrama de arquitetura

",https://github.com/fga-eps-mds/2019.1-Aix/issues/313
2019.1-Aix,Comunicação com parte gerenciadora da API do URI para análise de viabilidade técnica de integração,"Comunicação com parte gerenciadora da API do URI para análise de viabilidade técnica de integração.

**Tarefas**

- [x] Enviar Email para saber sobre permissão e receber autorização de utilização da API

**Critérios de aceitação**

- [x] Documentar na issue a resposta obtida",https://github.com/fga-eps-mds/2019.1-Aix/issues/312
2019.1-Aix,Atualizar backlog de produto de acordo com nova feature de compilação,"Atualizar backlog de produto de acordo com nova feature de compilação a ser implementada.

**Tarefas**

- [x] Criar Épico
- [x] Criar Features
- [x] Criar Histórias de Usuário

**Critérios de aceitação**

- [x] Documento de backlog de produto atualizado
- [x] Documento de backlog de produto revisado
",https://github.com/fga-eps-mds/2019.1-Aix/issues/311
2019.1-Aix,Atualização do documento de qualidade de acordo com testes aplicados,"Atualizar documento de qualidade de acordo com os testes unitários realizados na sprint passada.

**Tarefas**

- [x] Atualizar documentação
- [x] Especificar documentos e arquivos no qual foram aplicados os testes unitários
- [x] Atualizar imagens referentes aos testes de usabilidade aplicados na sprint passada.
- [x] Documentar sobre manutenabilidade no documento de qualidade

**Critérios de aceitação**

- [x] Documento de qualidade revisado
- [x] Documento de qualidade atualizado
",https://github.com/fga-eps-mds/2019.1-Aix/issues/310
2019.1-Aix,Criação EVM,"Elaborar a EVM do bot Aix  para obter dados que auxiliarão a equipe nos processos do planejamento, além de fornecer alguns dados importantes sobre as entregas de valores, CPI, SPI e afins.

**Tarefas**

- [x] Elaborar planilha eletronica com dados citados acima.

**Critérios de aceitação**

- [x] Planilha criada
",https://github.com/fga-eps-mds/2019.1-Aix/issues/309
2019.1-Aix,Compilação,Épico referente a funcionalidade de compilação do bot,https://github.com/fga-eps-mds/2019.1-Aix/issues/307
2019.1-Aix,Teste da Custom Action de Pesquisa do StackOverflow,"Aplicar teste unitário na classe ActionPesquisaStackoverflow, do arquivo de actions.

**Tarefas**

- [ ] Testar funções da classe de pesquisa

**Critérios de aceitação**

- [ ] Funções da classe ActionPesquisaStackoverflow testadas com no mínimo 90% de cobertura de teste.

",https://github.com/fga-eps-mds/2019.1-Aix/issues/299
2019.1-Aix,Documentar abertura e fechamento da sprint 7,"Escrever documentação de abertura e fechamento da sprint 7

**Tarefas**
- [x] Escrever a documentação relativa a revisão da sprint 7
- [x] Escrever a retrospectiva da sprint 7
- [x] Adicionar o burndown da sprint a documentação
- [x] Adicionar o velocity da sprint a documentação
- [x] Adicionar o planejamento de riscos e o burndown de riscos
- [x] Adicionar o quadro de conhecimentos
- [x] Disponibilizar a documentação no github pages

**Critérios de aceitação**

- [x] Todas os pontos elencados nas tarefas devem estar concluídos
- [x] A documentação deve estar disponível no github pages",https://github.com/fga-eps-mds/2019.1-Aix/issues/295
2019.1-Aix,Definir webhooks entre o Rancher e Dockerhub,"**Tarefas**
- [x] Definir webhooks entre o Rancher e o Dockerhub para concretizar o deploy contínuo.

**Critérios de aceitação**
- [x] As imagens do bot devem ser atualizadas automaticamente após haver o push de imagens no repositório do Dockerhub.

Como documentação para auxiliar a concretização da issue
Webhooks Rancher: [https://rancher.com/docs/rancher/v1.6/en/cattle/webhook-service/#upgrading-a-service-based-on-docker-hub-webhooks](url)
Atualmente o script do travis está sendo responsável por realizar a build e o push das imagens no repositório do dockerhub, entretanto ainda é necessária realizar a configuração dos webhooks entre o Dockerhub e o Rancher para que haja atualização dos serviços assim que houver o push das imagens.",https://github.com/fga-eps-mds/2019.1-Aix/issues/293
2019.1-Aix,Teste do uso de Slots para Intents,"Atualizar o bot para que ele use os Slots para detectar qual conteúdo o usuário deseja saber sobre ao invés de diversas intents repetidas para cada conteúdo abordado pelo mesmo.

**Tarefas**

- [x] Atualizar as intents para habilitar o uso de slots
- [x] Modificar stories para novo formato
- [x] Fazer teste para verificar o funcionamento

**Critérios de aceitação**

- [x] Matriz de confusão da Aix estar melhor do que no modelo anterior

**Observações**
- A branch dessa issue ficará aberta para testes futuros.
",https://github.com/fga-eps-mds/2019.1-Aix/issues/291
2019.1-Aix,Aplicação do teste de usabilidade,"Aplicar teste de usabilidade na versão 1.0 da Aix com a participação de 5 a 7 pessoas.

**Tarefas**

- [x] Requisitar pessoas para participação do teste de usabilidade
- [x] Definição do dia/horário da aplicação do teste de usabilidade
- [x] aplicação do teste de usabilidade baseado no planejamento 
- [x] Usuários realizando tarefas pré-determinadas no planejamento
- [x] Levantamento de melhorias a serem aplicadas no bot

**Critérios de aceitação**

- [x] Cada usuário participante do teste de usabilidade deve ser acompanhado de ao menos 1 integrante da Equipe Aix
- [x] Os integrantes da Equipe Aix deve ir anotando observações feitos no decorrer do teste
- [x] Ao finaldo teste deve ser elaborado um documento com todas as observações e melhorias a serem aplicadas no bot

",https://github.com/fga-eps-mds/2019.1-Aix/issues/290
2019.1-Aix,Estudo e definição de compilação de código do bot,"Estudar e definir como será implementado a funcionalidade de compilação do bot
**Tarefas**

- [x] Definir escopo (O que o bot será capaz de fazer e como)
- [x] Definir Arquitetura/Devops
- [x] Definir entradas e saídas

**Critérios de aceitação**

- [x] Escopo e tarefas seguintes da funcionalidade definidas.
",https://github.com/fga-eps-mds/2019.1-Aix/issues/289
2019.1-Aix,Refatoração para aumento da manutenabilidade do código,"Aumentar qualidade de código de acordo com métricas definidas no documento GQM e documento de qualidade.

**Tarefas**

- [x] duplicação
- [x] quantidade de linhas por classe
- [x] tamanho das linhas
- [x] quantidade de método por classe

**Critérios de aceitação**

- [x] Aumento de manutenabilidade de código 
",https://github.com/fga-eps-mds/2019.1-Aix/issues/288
2019.1-Aix,Teste no arquivo train,"Aplicar teste unitário no arquivo train

**Tarefas**

- [x] Testar funções do arquivo train

**Critérios de aceitação**

- [x] Funções do arquivo de train testadas com no mínimo 90% de cobertura de teste.
",https://github.com/fga-eps-mds/2019.1-Aix/issues/287
2019.1-Aix,Teste no arquivo run-rocketchat,"Aplicar teste unitário no arquivo run-rocketchat

**Tarefas**

- [x] Testar funções do arquivo de run-rocketchat

**Critérios de aceitação**

- [x] Funções do arquivo de run-rocketchat testadas com no mínimo 90% de cobertura de teste.
",https://github.com/fga-eps-mds/2019.1-Aix/issues/286
2019.1-Aix,Teste no arquivo Connector,"Aplicar teste unitário no arquivo connector

**Tarefas**

- [x] Testar funções do arquivo connector

**Critérios de aceitação**

- [x] Funções do arquivo connector testadas com no mínimo 90% de cobertura de teste.",https://github.com/fga-eps-mds/2019.1-Aix/issues/285
2019.1-Aix,Teste no arquivo validator,"Aplicar teste unitário no arquivo validator

**Tarefas**

- [x] Testar funções do arquivo validator

**Critérios de aceitação**

- [x] Funções do arquivo de validator testadas com no mínimo 90% de cobertura de teste.",https://github.com/fga-eps-mds/2019.1-Aix/issues/284
2019.1-Aix,Teste no arquivo fallback,"Aplicar teste unitário no arquivo de fallback

**Tarefas**

- [x] Testar funções do arquivo de fallback

**Critérios de aceitação**

- [x] Funções do arquivo de fallback testadas com no mínimo 90% de cobertura de teste.
",https://github.com/fga-eps-mds/2019.1-Aix/issues/283
2019.1-Aix,Instalação Python,"Guiar e tirar dúvidas do usuário quanto a existência de um ambiente de desenvolvimento python.

**Tarefas**

- [x] Questionar usuário quanto a existência de um ambiente de desenvolvimento configurado
- [x] Indicar dependências do ambiente de desenvolvimento
- [x] Coletar dados sobre o ambiente de desenvolvimento do usuário ( saber se a máquina que o usuário opera é de 32 ou 64 afim de conseguir indicar os comandos corretos)
- [x] Guiar usuário na instalação das dependências python

**Critérios de aceitação**

- [x] Bot capaz de guiar usuário na instalação de um ambiente de desenvolvimento",https://github.com/fga-eps-mds/2019.1-Aix/issues/282
2019.1-Aix,Instalação,"Guiar usuário quanto a instalação de dependências do  python
",https://github.com/fga-eps-mds/2019.1-Aix/issues/281
2019.1-Aix,Documentar abertura e fechamento da sprint 6,"Escrever documentação de abertura e fechamento da sprint 6

**Tarefas**
- [x] Escrever a documentação relativa a revisão da sprint 6
- [x] Escrever a retrospectiva da sprint 6
- [x] Adicionar o burndown da sprint a documentação
- [x] Adicionar o velocity da sprint a documentação
- [x] Adicionar o planejamento de riscos e o burndown de riscos
- [x] Adicionar o quadro de conhecimentos
- [x] Disponibilizar a documentação no github pages

**Critérios de aceitação**

- [x] Todas os pontos elencados nas tarefas devem estar concluídos
- [x] A documentação deve estar disponível no github pages",https://github.com/fga-eps-mds/2019.1-Aix/issues/268
2019.1-Aix,Elaboração de Teste de Usabilidade,"Elaborar Teste de Usabilidade afim de ser aplicado nas melhorias implementadas referentes ao feedback da release 1

**Tarefas**

- [x] Elaborar Teste de Usabilidade
- [x] Criar Divulgação e QR code para teste do bot 
- [x] Divulgar Teste de Usabilidade

**Critérios de aceitação**

- [x] Teste criado e divulgado tanto em redes sociais quanto na Universidade.
",https://github.com/fga-eps-mds/2019.1-Aix/issues/267
2019.1-Aix,Refatorar documentos de abertura e fechamento de Sprint ,"Refatorar documentos de abertura e fechamento de Sprint com pendências mapeadas, afim de especificar as issues que ficaram como pendência.

**Tarefas**

- [x] Especificar issues de pendência no fechamento de sprint
- [x] Especificar que issue é pendencia na abertura de sprint
- [x] Especificar os resultados apresentados diante da implementação de cada uma das issues que foram desenvolvidas no documento de fechamento de sprint


**Critérios de aceitação**

- [x] Documentos refatorados e atualizados na Pages do repositório Aix
",https://github.com/fga-eps-mds/2019.1-Aix/issues/266
2019.1-Aix,Estudar ferramenta Kibana e ElasticSearch ,"Estudar o funcionamento das ferramentas para análise de dados Kibana e ElasticSearch para refinar melhor os dados recebidos pelo bot.

**Tarefas**

- [x] Estudar funcionamento das ferramentas Kibana e ElasticSearch 
- [x] Identificar dados relevantes a serem levantados para melhoria de conversação do bot.
- [x] Documentar estudo e dados identificados para relevantes para análise e aplicação de melhorias 

**Critérios de aceitação**

- [x] Documento criado e postado na Pages da AIx
",https://github.com/fga-eps-mds/2019.1-Aix/issues/265
2019.1-Aix,Estudo de tecnologia (scrapy),"Estudar ferramenta scrapy para aplicação na Aix

**Tarefas**

- [x] Estudar documentação da ferramenta scrapy
- [x] Procurar ferramentas equivalentes para comparação quanto às necessidades do projeto

**Critérios de aceitação**
- [x] Descrever conhecimentos mínimos adquiridos a partir do estudo afim de minimizar problemas futuros quanto ao funcionamento do bot.
- [x] Documentar aprendizado no Github Pages
",https://github.com/fga-eps-mds/2019.1-Aix/issues/264
2019.1-Aix,Dojo: Web Crawler,"Explicar sobre aspectos e caracteristicas de uma arquitetura de microsserviços.

**Tarefas**

- [x] Explicar o funcionamento de um web crawler;
- [x] Mostrar exemplos práticos

**Critérios de aceitação**

- [x] Equipe de MDS e EPS alinhada quanto ao uso e funcionamento.",https://github.com/fga-eps-mds/2019.1-Aix/issues/263
2019.1-Aix,Trabalhar no slot do stackoverflow,"Estudar e aplicar melhorias quanto a utilização do slot presente na ação de pesquisa da integração com a ferramenta stackoverflow.

**Tarefas**

- [x] Estudar melhores formas de se trabalhar com slots 
- [x] Aplicar melhoria quanto a utilização do slot em nossa funcionalidade de pesquisa na plataforma stackoverflow.

**Critérios de aceitação**

- [x] Bot capaz de identificar assunto a ser pesquisado na plataforma sem ter que induzir a maneira correta de se perguntar ao usuário
",https://github.com/fga-eps-mds/2019.1-Aix/issues/262
2019.1-Aix,Refatorar fluxo de forma a induzir melhor a escrita do usuário a cada interação,"Refatorar as utters de forma a induzir melhor o usuário a como requisitar algo ao bot.

**Tarefas**

- [x] Refatorar utter de forma a exemplificar melhor a forma como o usuário deve requisitar uma ação ao bot.

**Critérios de aceitação**

- [x] Bot conseguir induzir da foma correta de escrita do usuário durante a interação",https://github.com/fga-eps-mds/2019.1-Aix/issues/261
2019.1-Aix,Refatorar Fluxo de forma a manter usuário na conversa,"Refatorar as utters do bot afim de manter o usuário na conversa de forma que o usuário percorra um caminho de aprendizado, porém tenha a opção de pular de um conteúdo para o outro sem ter que passar por todas as etapas do conteúdo (exercicios..conteúdo extra) e que todas essas transições estejam intuitivas para o usuário.

**Tarefas**

- [x] Guiar usuário para acessar o conteúdo do bot
- [x] Guiar usuário para acessar os sub tópicos de conteúdo do bot

**Critérios de aceitação**

- [x] Usuário conseguir seguir um fluxo induzido pelas interações com o bot sem se perder nas funcionalidades dispostas no bot
",https://github.com/fga-eps-mds/2019.1-Aix/issues/260
2019.1-Aix,Recuperar documentos perdidos na mudança da documentação,"Ao mudar a estrutura do gh-pages, alguns documentos foram perdidos. Recuperar esses documentos

**Tarefas**

- [x] Adicionar documentos perdidos de volta à documentação

**Critérios de aceitação**

- [x] Documentos perdidos devem estar na gh-pages em sua devida categoria
",https://github.com/fga-eps-mds/2019.1-Aix/issues/245
2019.1-Aix,Aix não conecta da UnB com o UnB wireless,"**Descreva o bug**
A Aix no Jupyter Notebook na UnB não conecta por estar bloqueado no firewall da Universidade.

**Comportamento esperado**
Conectar ao site https://aixbot.me/chat/livechat.

**Comportamento encontrado**
Firewall bloqueando o site.

![image](https://user-images.githubusercontent.com/23389315/56983745-c9e57e80-6b5a-11e9-9b83-aee5070f987c.png)

**Como reproduzir**
Passos para reproduzir o bug:
1. Estar conectado ao UnB Wireless em algum campus da UnB.
2. Entrar no site https://aixbot.me/chat/livechat
3. Veja o erro
",https://github.com/fga-eps-mds/2019.1-Aix/issues/244
2019.1-Aix,Erro de configuração do code climate,"**Descreva o bug**
Codeclimate está pegando os arquivos de JavaScript para testar enquanto devia estar desabilitado.

**Comportamento esperado**
Codeclimate deveria pegar apenas os arquivos em python.

**Comportamento encontrado**
Codeclimate está pegando os arquivos de JavaScript.

**Como reproduzir**
Passos para reproduzir o bug:
1. Vá em [Aix Codeclimate](https://codeclimate.com/github/fga-eps-mds/2019.1-Aix/)
2. Click em baixo do Code Smell ou Duplication
3. Role a tela e veja que todos são JavaScript
",https://github.com/fga-eps-mds/2019.1-Aix/issues/241
2019.1-Aix,Adicionar cobertura de testes no projeto.,"Configurar e escrever os testes da Aix.

**Tarefas**

- [x] Configurar o coverage para testar a Aix.
- [x] Escrever os testes para o coverage.

**Critérios de aceitação**
- [x] Rodar os testes do coverage.
- [x] Escrever os testes do coverage até 50%.
- [x] A condição necessária pode ser a nível de comportamento ou resultado
",https://github.com/fga-eps-mds/2019.1-Aix/issues/234
2019.1-Aix,Documentar abertura e fechamento da sprint 5,"Escrever documentação de abertura e fechamento da sprint 5

**Tarefas**
- [x] Escrever a documentação relativa a revisão da sprint 5
- [x] Escrever a retrospectiva da sprint 5
- [x] Adicionar o burndown da sprint a documentação
- [x] Adicionar o velocity da sprint a documentação
- [x] Adicionar o planejamento de riscos e o burndown de riscos
- [x] Adicionar o quadro de conhecimentos
- [x] Disponibilizar a documentação no github pages

**Critérios de aceitação**

- [x] Todas os pontos elencados nas tarefas devem estar concluídos
- [x] A documentação deve estar disponível no github pages",https://github.com/fga-eps-mds/2019.1-Aix/issues/233
2019.1-Aix,Definir estratégia para viabilização do deploy contínuo,"**Tarefas**
- [x] Definir estratégia adotada para geração dos artefatos(imagens do Docker), pois se trata de um único repositório que gera múltiplas imagens. Nem toda build deve necessariamente gerar várias imagens.
- [x] Conectar ao repositório do Dockerhub
- [x] Configurar o script do Travis para que o push ao repositório do Dockerhub aconteça automaticamente

**Critérios de aceitação**

- [x] Os artefatos só devem ser gerados e enviados ao dockerhub caso haja alguma alteração.
- [x] A estratégia adotada para geração dos artefatos  deve ser documentada.
",https://github.com/fga-eps-mds/2019.1-Aix/issues/232
2019.1-Aix,Adicionar tópico com linkagem estática para sugestão de exercício sobre uso de arquivos,"Adicionar conteúdo referente ao tópico linkagem estática para sugestão de exercício sobre uso de arquivos

**Tarefas**

- [x] Pesquisar link referente a sugestão de exercícios referentes ao uso de arquivos na linguagem python.
- [x] Inserir conteúdo referente a ação de oferecer um link sobre sugestão de exercício sobre utilização de arquivos. Incluindo arquivos de Domain.yml, intents e utter

**Critérios de aceitação**

- [x] Aix ser capaz de responder este tópico
- [x] Conteúdo não reduzir precisão de resposta para outro tópico
- [x] Documentar na issue o conteúdo inserido
",https://github.com/fga-eps-mds/2019.1-Aix/issues/231
2019.1-Aix,Adicionar tópico com linkagem estática para conteúdo extra sobre arquivos,"Adicionar conteúdo referente ao tópico linkagem estática para conteúdo extra sobre arquivos

**Tarefas**

- [x] Pesquisar link referente a utilização de arquivos na linguagem python.
- [x] Inserir conteúdo referente a ação de oferecer um link sobre a utilização de arquivos.

**Critérios de aceitação**

- [x] Aix ser capaz de responder este tópico
- [x] Conteúdo não reduzir precisão de resposta para outro tópico
- [x] Documentar na issue o conteúdo inserido",https://github.com/fga-eps-mds/2019.1-Aix/issues/230
2019.1-Aix,Adicionar tópico com exemplos de utilização de arquivos,"Adicionar conteúdo referente ao tópico com exemplos de utilização de arquivos 

**Tarefas**

- [x] Criar conteúdo referente a ação de apresentar exemplos de utilização de arquivos na linguagem python.
- [x] Inserir conteúdo referente a ação de apresentar exemplos de arquivos. Incluindo arquivos de Domain.yml, intents e utter

**Critérios de aceitação**

- [x] Aix ser capaz de responder este tópico
- [x] Conteúdo não reduzir precisão de resposta para outro tópico
- [x] Documentar na issue o conteúdo inserido
",https://github.com/fga-eps-mds/2019.1-Aix/issues/229
2019.1-Aix,Adicionar tópico com a definição do que são arquivos,"Adicionar conteúdo referente ao tópico definição do que são arquivos

**Tarefas**

- [x] Criar conteúdo referente a ação de explicar sobre arquivos
- [x] Inserir conteúdo referente a ação de explicar sobre arquivos. Incluindo arquivos de Domain.yml, intents e utter

**Critérios de aceitação**

- [x] Aix ser capaz de responder este tópico
- [x] Conteúdo não reduzir precisão de resposta para outro tópico
- [x] Documentar na issue o conteúdo inserido",https://github.com/fga-eps-mds/2019.1-Aix/issues/228
2019.1-Aix, Criar fluxograma versão 1.2,"Desenvolver fluxograma versão 1.2 da Axi como apoio a criação e inserção de conteúdo.

**Tarefas**

- [x] Aplicar técnica mágico de Oz
- [x] Criar fluxograma inicial no Draw.io

**Critérios de aceitação**

- [x] O fluxograma deve estar documentado no Github Pages
- [x] Deve estar documentado na issue o link de onde se pode encontrar o arquivo.
",https://github.com/fga-eps-mds/2019.1-Aix/issues/227
2019.1-Aix,Construir hello world,"Auxiliar o usuário na construção do seu primeiro programa hello world na linguagem python.

**Tarefas**

- [x] Criar conteúdo referente a auxiliar o usuário na construção do primeiro programa hello world
- [x] Fazer isso por meio da criação de intents para cada ação do bot 
      Ex: 
            - intent para importar bibliotecas
            - intent para criar main
            - intent para printar linha 
            ....
       
**Critérios de aceitação**

- [x] Bot capaz de guiar usuário na criação do primeiro hello world
- [x] bot capaz de responder usuário fora do contexto de criação do hello world porem em um contexto externo caso tenha duvida sobre como printar uma linha em python por exemplo.
",https://github.com/fga-eps-mds/2019.1-Aix/issues/226
