,Repository,Title,Body,Link
209,2019.1-Aix,Refatorar intents do cronograma,"Deve ser mais fácil chegar ao cronograma seguindo os padrões falados pelo bot.

**Tarefas**

- [x] Refatorar intents do cronograma.

**Critérios de aceitação**

- [x] Se o usuário digitar padrões mostrados na conversa deve conseguir chegar ao cronograma.
",https://github.com/fga-eps-mds/2019.1-Aix/issues/436
210,2019.1-Aix,Refatorar sugestão de como pesquisar no stack overflow,"Refatorar a sugestão de pesquisa do stackoverflow

**Tarefas**

- [x] Refatorar utter de sugestão de como pesquisar no stack overflow.

**Critérios de aceitação**

- [x] O bot deve sugerir que a pesquisa seja feita em inglês.
",https://github.com/fga-eps-mds/2019.1-Aix/issues/435
211,2019.1-Aix,Adicionar instalação pra outros SOs,"Adicionar tutorial para instalação de python em outros SOs
**Tarefas**

- [ ] Refatorar a utter de instalação de python.

**Critérios de aceitação**

- [ ] A utter deve ensinar a instalar python em outras distros.
",https://github.com/fga-eps-mds/2019.1-Aix/issues/434
224,2019.1-Aix,Refatorar analisador da domain,"Na sprint passada foi feito um analisador da domain.yml com o objetivo de procurar por erros de sintaxe na domain e assim evitar que o bot seja quebrado. Alguns problemas foram encontrados ao analisar os textos das utters sendo necessário trocar a estrutura geral de textos da domain. Esta refatoração deve conseguir analisar a domain refatorada na issue #401 .

**Tarefas**

- [x] Refatorar o arquivo bot/comp.py

**Critérios de aceitação**

- [x] A refatoração deve ser compatível com a nova domain da issue #401 .
- [x] Se tudo estiver funcionando perfeitamente o analisador deve ser incluso no Travis.
",https://github.com/fga-eps-mds/2019.1-Aix/issues/408
225,2019.1-Aix,Refatoração de direcionamentos,"Refatorar stories e intents, visando um melhor funcionamento do nosso bot, observando erros de interpretação do nosso bot.

**Tarefas**

- [x] Observar erros de direcionamento do bot.
- [x] Refatorar stories.
- [x] Refatorar intents.

**Critérios de aceitação**

- [x] Bot se comunicando bem por meio de diversos tipos de entrada do usuário.
",https://github.com/fga-eps-mds/2019.1-Aix/issues/407
231,2019.1-Aix,Refatorar arquivo Domain.yml,"Refatorar Arquivo de domain a fim de melhorar informações referentes ao conteúdo e disposição de estrutura do arquivo. Além da refatoração comum será feita uma refatoração na estrutura da domain para que seja analisável pelo ""compilador"" criado na issue #369 . Este compilador também será refatorado para que esteja compatível com essa nova domain.

**Tarefas**

- [x] Refatorar documento a fim de melhorar estrutura do arquivo
- [x] Analisar conteúdos a fim de reduzir utters muito grandes ou quebra-las em partes
- [x] Analisar conteúdo a fim de corrigir erros de português
- [x] Refatorar disposição de texts na domain

**Critérios de aceitação**

- [x] Conteúdo do bot revisado e atualizado
- [x] Conteúdo deve ser compatível com o analisador da issue #408 .
",https://github.com/fga-eps-mds/2019.1-Aix/issues/401
232,2019.1-Aix,Configurar o ElasticSearch e o Kibana,"Configurar as ferramentas de ElasticSearch e Kibana para visualização das estatísticas das conversas.

**Tarefas**

- [x] Configurar o ElasticSearch.
- [x] Configurar o Kibana.

**Critérios de aceitação**

- [x] Ser capaz de visualizar as estatísticas a partir do kibana.",https://github.com/fga-eps-mds/2019.1-Aix/issues/386
236,2019.1-Aix,Implementação do CustomFormAction,"Implementar um FormAction adaptado as alterações necessárias para o projeto.

**Tarefas**

- [x] Implementar o CustonFormAction a partir do estudo realizado

**Critérios de aceitação**

- [x] Bot ser capaz de recolher o texto do usuário ao invés de tentar extrair o Slot
- [x] Bot retornar mensagem customizada ao não conseguir extrair o texto
",https://github.com/fga-eps-mds/2019.1-Aix/issues/380
238,2019.1-Aix,Teste das Custom Actions de Intent vaga,"Aplicar teste unitário nas classes responsáveis por intents vagas, do arquivo de actions.

**Tarefas**

- [x] Testar funções da classe ActionSetSlotValue
- [x] Testar funções da classe ActionUtterVaga
- [x] Testar funções da classe ActionUtterSobreVaga
- [x] Testar funções da classe ActionUtterExemploVaga
- [x] Testar funções da classe ActionUtterCodigoEmPythonVaga
- [x] Testar funções da classe ActionUtterExerciciosVaga
- [x] Testar funções da classe ActionUtterConteudoExtraVaga

**Critérios de aceitação**

- [ ] Classes testadas com no mínimo 90% de cobertura de teste.
",https://github.com/fga-eps-mds/2019.1-Aix/issues/378
244,2019.1-Aix,Refatorar feedback do uva,"Feedback ao pegar o resultado da questão (Wrong answer, tle, etc) especificar apenas do que se trata o erro e retornar uma mensagem de indução do fluxograma para uma resposta incorreta e outra para resposta correta.

**Tarefas**

- [x]  Acrescentar uma mensagem para respostas incorretas e outra para questões corretas. 
- [x] Explicar apenas do que se trata o erro correspondente, visando não encher o usuário de conteúdos desnecessários.

**Critérios de aceitação**

- [x]  Bot se comunicando bem por meio de diversos tipos de saídas no feedback.
- [x]  Diferentes respostas para diferentes situações.",https://github.com/fga-eps-mds/2019.1-Aix/issues/372
245,2019.1-Aix,Otimizar criação de intents,"Otimizar a criação de intents devido a grande dificuldade encontrada pelo grupo na formação desse tópico para cada conteúdo.

**Tarefas**

- [x]  Automatizar parte do processo de criação de intents. 

**Critérios de aceitação**

- [x]  Código elaborado capaz de concatenar sentenças a palavras-chave.
- [x]  Código implementado no projeto para auxiliar a criação de intents.",https://github.com/fga-eps-mds/2019.1-Aix/issues/371
248,2019.1-Aix,Refatoração de intents e utters do bot de acordo com feedback dos usuários,"Refatoração de intents do bot, conforme o feedback dos usuários.

**Tarefas**

- [x] Evoluir arquivo de intents
- [x] Evoluir arquivo das utters

**Critérios de aceitação**

- [x] Bot se comunicando bem por meio de diversos tipos de entrada do usuário
- [x] Bot transmitindo o conteúdo de forma objetiva e sucinta
",https://github.com/fga-eps-mds/2019.1-Aix/issues/348
250,2019.1-Aix,Inserir conteúdo sobre inserção de dados pelo usuário,"Auxiliar o usuário na construção de um código que leia entrada de dados (texto, números, caracteres, etc..)

**Tarefas**

- [x] Criar conteúdo referente a auxiliar o usuário na construção de um programa que leia dados do usuário.

- [x] Fazer isso por meio da criação de intents para cada ação do bot 
       
**Critérios de aceitação**

- [x] Bot capaz de guiar usuário na criação de um programa que leia a entrada do usuário.

",https://github.com/fga-eps-mds/2019.1-Aix/issues/346
252,2019.1-Aix,Adicionar tópico com explicação do que é o Stack Overflow,"Adicionar tópico explicando a definição do Stack Overflow e o que ele é

**Tarefas**

- [x] Criar conteúdo referente a definição do Stack Overflow
- [x] Inserir conteúdo referente a definição do Stack Overflow. Incluindo arquivos de Domain.yml, intents e utter

**Critérios de aceitação**

- [x] Aix ser capaz de responder este tópico
- [x] Conteúdo não reduzir precisão de resposta para outro tópico
- [x] Documentar na issue o conteúdo inserido
",https://github.com/fga-eps-mds/2019.1-Aix/issues/344
256,2019.1-Aix,Refatoração do fluxograma das utters,"Refatoração do fluxograma das utters, elaborar o mapa e verificar se nada está fora do fluxo.

**Tarefas**

- [x] Criar um documento de um mapa visual do caminho das utters
- [x] Adaptar o fluxograma dentro do bot

**Critérios de aceitação**
- [x] Aix ser capaz de guiar o usuário de forma objetiva
- [x] Mapa visual do caminho voltado para possibilitar adaptações futuras
- [x] Documentar na issue o conteúdo inserido",https://github.com/fga-eps-mds/2019.1-Aix/issues/340
259,2019.1-Aix,"Refatorar, na saudação, as funcionalidades do bot","Refatorar as utters de saudação e /help para que as funcionalidades e incapacidades do bot estejam mais claras para o usuário.

**Tarefas**

- [x] Refatorar as Utters mostrando com mais clareza as capacidades do bot.

**Critérios de aceitação**

- [x]  Aix ser capaz de responder de forma clara suas capacidades.
",https://github.com/fga-eps-mds/2019.1-Aix/issues/337
262,2019.1-Aix,Adicionar tópicos de códigos na prática relacionados aos exemplos de cada conteúdo,"Adicionar tópicos de códigos na prática relacionados aos exemplos de cada conteúdo. 

**Tarefas**

- [ ] Incluir aos exemplos um código relacionado aos exemplos, para o usuário testar durante a compilação
- [ ] Adaptar o que foi acrescentando ao fluxograma de utters

**Critérios de aceitação**

- [ ] Aix ser capaz de responder este tópico
- [ ] Conteúdo não reduzir precisão de resposta para outro tópico
- [ ] Documentar na issue o conteúdo inserido
",https://github.com/fga-eps-mds/2019.1-Aix/issues/334
265,2019.1-Aix,Refatoração da GhPages,"Refatorar GhPages de acordo conteúdos inseridos afim de atomizar o conjunto de documentos presentes.

**Tarefas**

- [x] Atomizar a criação de tópicos do conjunto de documentos
- [x] Criar fluxo de conversa para divulgar Aix na página inicial

**Critérios de aceitação**

- [x] GhPages atualizada
",https://github.com/fga-eps-mds/2019.1-Aix/issues/323
270,2019.1-Aix,Realizar a construção estática de envio de exercício do UVA online judge,"Realizar a construção estática de envio de exercícios no formato de PDF do UVA no bot

**Tarefas**

- [x] Selecionar os exercícios para cada conteúdo que o bot é capaz de dialogar no UVA
- [x] Selecionar níveis diferentes para cada conteúdo presente no bot (Estruturas de Repetição: Nível 1, Nível 2...)
- [x] Reestruturar utter de sugestão de exercícios de forma a possibilitar e induzir o usuário a solicitar os exercícios de cada conteúdo de acordo com o nível.(Apresenta os níveis de exercícios existentes e pede para que o usuário selecione o desejado)
- [x] Criar utter para cada envio de arquivo em pdf para cada nível de exercício para determinado conteúdo.

**Critérios de aceitação**

- [x] Usuário ser capaz de selecionar o nível de exercício que deseja solucionar e submeter no bot
- [x] Usuário consiga de forma intuitiva entender que pode escolher o nível de exercício que deseja solucionar
- [x] Usuário receber pdf com o exercício proposto
",https://github.com/fga-eps-mds/2019.1-Aix/issues/318
273,2019.1-Aix,Definição de melhorias no bot baseado no teste de usabilidade aplicado,"Aplicar melhorias no fluxo e conversação da Aix baseado no feedback obtido por meio da aplicação do teste de usabilidade

**Tarefas**

- [x] Analisar documento gerado pelo teste de usabilidade
- [x] Analisar formulário aplicado para obter quais melhorias devem ser aplicadas no bot 
- [x] Documentar as melhorias a serem aplicadas

**Critérios de aceitação**

- [x] Documento de teste de usabilidade atualizado com melhorias a serem aplicadas para próxima sprint
",https://github.com/fga-eps-mds/2019.1-Aix/issues/315
276,2019.1-Aix,Comunicação com parte gerenciadora da API do URI para análise de viabilidade técnica de integração,"Comunicação com parte gerenciadora da API do URI para análise de viabilidade técnica de integração.

**Tarefas**

- [x] Enviar Email para saber sobre permissão e receber autorização de utilização da API

**Critérios de aceitação**

- [x] Documentar na issue a resposta obtida",https://github.com/fga-eps-mds/2019.1-Aix/issues/312
284,2019.1-Aix,Teste do uso de Slots para Intents,"Atualizar o bot para que ele use os Slots para detectar qual conteúdo o usuário deseja saber sobre ao invés de diversas intents repetidas para cada conteúdo abordado pelo mesmo.

**Tarefas**

- [x] Atualizar as intents para habilitar o uso de slots
- [x] Modificar stories para novo formato
- [x] Fazer teste para verificar o funcionamento

**Critérios de aceitação**

- [x] Matriz de confusão da Aix estar melhor do que no modelo anterior

**Observações**
- A branch dessa issue ficará aberta para testes futuros.
",https://github.com/fga-eps-mds/2019.1-Aix/issues/291
298,2019.1-Aix,Estudar ferramenta Kibana e ElasticSearch ,"Estudar o funcionamento das ferramentas para análise de dados Kibana e ElasticSearch para refinar melhor os dados recebidos pelo bot.

**Tarefas**

- [x] Estudar funcionamento das ferramentas Kibana e ElasticSearch 
- [x] Identificar dados relevantes a serem levantados para melhoria de conversação do bot.
- [x] Documentar estudo e dados identificados para relevantes para análise e aplicação de melhorias 

**Critérios de aceitação**

- [x] Documento criado e postado na Pages da AIx
",https://github.com/fga-eps-mds/2019.1-Aix/issues/265
302,2019.1-Aix,Refatorar fluxo de forma a induzir melhor a escrita do usuário a cada interação,"Refatorar as utters de forma a induzir melhor o usuário a como requisitar algo ao bot.

**Tarefas**

- [x] Refatorar utter de forma a exemplificar melhor a forma como o usuário deve requisitar uma ação ao bot.

**Critérios de aceitação**

- [x] Bot conseguir induzir da foma correta de escrita do usuário durante a interação",https://github.com/fga-eps-mds/2019.1-Aix/issues/261
303,2019.1-Aix,Refatorar Fluxo de forma a manter usuário na conversa,"Refatorar as utters do bot afim de manter o usuário na conversa de forma que o usuário percorra um caminho de aprendizado, porém tenha a opção de pular de um conteúdo para o outro sem ter que passar por todas as etapas do conteúdo (exercicios..conteúdo extra) e que todas essas transições estejam intuitivas para o usuário.

**Tarefas**

- [x] Guiar usuário para acessar o conteúdo do bot
- [x] Guiar usuário para acessar os sub tópicos de conteúdo do bot

**Critérios de aceitação**

- [x] Usuário conseguir seguir um fluxo induzido pelas interações com o bot sem se perder nas funcionalidades dispostas no bot
",https://github.com/fga-eps-mds/2019.1-Aix/issues/260
310,2019.1-Aix,Adicionar tópico com linkagem estática para sugestão de exercício sobre uso de arquivos,"Adicionar conteúdo referente ao tópico linkagem estática para sugestão de exercício sobre uso de arquivos

**Tarefas**

- [x] Pesquisar link referente a sugestão de exercícios referentes ao uso de arquivos na linguagem python.
- [x] Inserir conteúdo referente a ação de oferecer um link sobre sugestão de exercício sobre utilização de arquivos. Incluindo arquivos de Domain.yml, intents e utter

**Critérios de aceitação**

- [x] Aix ser capaz de responder este tópico
- [x] Conteúdo não reduzir precisão de resposta para outro tópico
- [x] Documentar na issue o conteúdo inserido
",https://github.com/fga-eps-mds/2019.1-Aix/issues/231
311,2019.1-Aix,Adicionar tópico com linkagem estática para conteúdo extra sobre arquivos,"Adicionar conteúdo referente ao tópico linkagem estática para conteúdo extra sobre arquivos

**Tarefas**

- [x] Pesquisar link referente a utilização de arquivos na linguagem python.
- [x] Inserir conteúdo referente a ação de oferecer um link sobre a utilização de arquivos.

**Critérios de aceitação**

- [x] Aix ser capaz de responder este tópico
- [x] Conteúdo não reduzir precisão de resposta para outro tópico
- [x] Documentar na issue o conteúdo inserido",https://github.com/fga-eps-mds/2019.1-Aix/issues/230
312,2019.1-Aix,Adicionar tópico com exemplos de utilização de arquivos,"Adicionar conteúdo referente ao tópico com exemplos de utilização de arquivos 

**Tarefas**

- [x] Criar conteúdo referente a ação de apresentar exemplos de utilização de arquivos na linguagem python.
- [x] Inserir conteúdo referente a ação de apresentar exemplos de arquivos. Incluindo arquivos de Domain.yml, intents e utter

**Critérios de aceitação**

- [x] Aix ser capaz de responder este tópico
- [x] Conteúdo não reduzir precisão de resposta para outro tópico
- [x] Documentar na issue o conteúdo inserido
",https://github.com/fga-eps-mds/2019.1-Aix/issues/229
313,2019.1-Aix,Adicionar tópico com a definição do que são arquivos,"Adicionar conteúdo referente ao tópico definição do que são arquivos

**Tarefas**

- [x] Criar conteúdo referente a ação de explicar sobre arquivos
- [x] Inserir conteúdo referente a ação de explicar sobre arquivos. Incluindo arquivos de Domain.yml, intents e utter

**Critérios de aceitação**

- [x] Aix ser capaz de responder este tópico
- [x] Conteúdo não reduzir precisão de resposta para outro tópico
- [x] Documentar na issue o conteúdo inserido",https://github.com/fga-eps-mds/2019.1-Aix/issues/228
315,2019.1-Aix,Construir hello world,"Auxiliar o usuário na construção do seu primeiro programa hello world na linguagem python.

**Tarefas**

- [x] Criar conteúdo referente a auxiliar o usuário na construção do primeiro programa hello world
- [x] Fazer isso por meio da criação de intents para cada ação do bot 
      Ex: 
            - intent para importar bibliotecas
            - intent para criar main
            - intent para printar linha 
            ....
       
**Critérios de aceitação**

- [x] Bot capaz de guiar usuário na criação do primeiro hello world
- [x] bot capaz de responder usuário fora do contexto de criação do hello world porem em um contexto externo caso tenha duvida sobre como printar uma linha em python por exemplo.
",https://github.com/fga-eps-mds/2019.1-Aix/issues/226
316,2019.1-Aix,Ampliar conteúdos gerais abordados pelo bot,"Ampliar conteúdos que podem vir a ser abordados pelo usuário baseado no teste de usabilidade.

**Tarefas**

- [x] Criar conteúdo referente a assuntos inapropriados
- [x] Criar conteúdo referente a assuntos pessoais sobre programação. 
       Ex: 
             - Não sei programar
             - quero aprender programação

**Critérios de aceitação**

- [x] Bot conseguir entender e retornar a melhorar resposta possível de acordo com o assunto abordado.
",https://github.com/fga-eps-mds/2019.1-Aix/issues/225
317,2019.1-Aix,Evolução de cumprimento da Aix,"Tratar conteúdos gerais que podem vir a ser tratados pelo bot.

**Tarefas**

- [x] Refatorar utter de cumprimento afim de especificar as funcionallidades do bot de uma maneira melhor.
- [x] Avaliar uma melhor maneira de implementar essa melhora por meio da uuter de fallback
- [x] Avaliar implementação de comandos

**Critérios de aceitação**

- [x] Bot cumprimentando usuário de forma a tornar o diálogo intuitivo para o usuário de todas as funcionalidades dispostas no bot.
",https://github.com/fga-eps-mds/2019.1-Aix/issues/223
318,2019.1-Aix,Evoluir intents de acordo com feedback dos usuários,"Evoluir intents e utters de modo a aumentar o vocabulário do bot.

**Tarefas**

- [x] Evoluir arquivo de intents
- [x] Construir imagens para utilização nas utters utilizadas no bot

**Critérios de aceitação**

- [x] Bot se comunicando bem por meio de diversos tipos de entrada do usuário.
- [x] Bot lidando com imagens nas utters de forma a reduzir os textos presentes na explicação.
",https://github.com/fga-eps-mds/2019.1-Aix/issues/222
321,2019.1-Aix,Adicionar tópico com linkagem estática para sugestão de exercício sobre uso de funções,"Adicionar conteúdo referente ao tópico linkagem estática para sugestão de exercício sobre uso de funções

**Tarefas**

- [x] Pesquisar link referente a sugestão de exercícios referentes ao uso de funções na linguagem python.
- [x] Inserir conteúdo referente a ação de oferecer um link sobre sugestão de exercício sobre utilização de funções. Incluindo arquivos de Domain.yml, intents e utter

**Critérios de aceitação**

- [x] Aix ser capaz de responder este tópico
- [x] Conteúdo não reduzir precisão de resposta para outro tópico
- [x] Documentar na issue o conteúdo inserido
",https://github.com/fga-eps-mds/2019.1-Aix/issues/219
322,2019.1-Aix,Adicionar tópico com linkagem estática para conteúdo extra sobre funções,"Adicionar conteúdo referente ao tópico linkagem estática para conteúdo extra sobre funções

**Tarefas**

- [x] Pesquisar link referente a utilização de funções na linguagem python.
- [x] Inserir conteúdo referente a ação de oferecer um link sobre a utilização de funções.

**Critérios de aceitação**

- [x] Aix ser capaz de responder este tópico
- [x] Conteúdo não reduzir precisão de resposta para outro tópico
- [x] Documentar na issue o conteúdo inserido

",https://github.com/fga-eps-mds/2019.1-Aix/issues/218
323,2019.1-Aix,Adicionar tópico com exemplos de utilização de funções,"Adicionar conteúdo referente ao tópico com exemplos de utilização de funções 

**Tarefas**

- [x] Criar conteúdo referente a ação de apresentar exemplos de utilização de funções na linguagem python.
- [x] Inserir conteúdo referente a ação de apresentar exemplos de funções. Incluindo arquivos de Domain.yml, intents e utter

**Critérios de aceitação**

- [x] Aix ser capaz de responder este tópico
- [x] Conteúdo não reduzir precisão de resposta para outro tópico
- [x] Documentar na issue o conteúdo inserido
",https://github.com/fga-eps-mds/2019.1-Aix/issues/217
324,2019.1-Aix,Adicionar tópico com a definição do que são funções,"Adicionar conteúdo referente ao tópico definição do que são funções

**Tarefas**

- [x] Criar conteúdo referente a ação de explicar sobre funções
- [x] Inserir conteúdo referente a ação de explicar sobre funções. Incluindo arquivos de Domain.yml, intents e utter

**Critérios de aceitação**

- [x] Aix ser capaz de responder este tópico
- [x] Conteúdo não reduzir precisão de resposta para outro tópico
- [x] Documentar na issue o conteúdo inserido
",https://github.com/fga-eps-mds/2019.1-Aix/issues/216
325,2019.1-Aix,Adicionar tópico com linkagem estática para sugestão de exercício sobre uso de matrizes,"Adicionar conteúdo referente ao tópico linkagem estática para sugestão de exercício sobre uso de matrizes

**Tarefas**

- [x] Pesquisar link referente a sugestão de exercícios referentes ao uso de matrizes na linguagem python.
- [x] Inserir conteúdo referente a ação de oferecer um link sobre sugestão de exercício sobre utilização de matrizes. Incluindo arquivos de Domain.yml, intents e utter

**Critérios de aceitação**

- [x] Aix ser capaz de responder este tópico
- [x] Conteúdo não reduzir precisão de resposta para outro tópico
- [x] Documentar na issue o conteúdo inserido
",https://github.com/fga-eps-mds/2019.1-Aix/issues/215
326,2019.1-Aix,Adicionar tópico com linkagem estática para conteúdo extra sobre matrizes,"Adicionar conteúdo referente ao tópico linkagem estática para conteúdo extra sobre matrizes

**Tarefas**

- [x] Pesquisar link referente a utilização de matrizes na linguagem python.
- [x] Inserir conteúdo referente a ação de oferecer um link sobre a utilização de matrizes.

**Critérios de aceitação**

- [x] Aix ser capaz de responder este tópico
- [x] Conteúdo não reduzir precisão de resposta para outro tópico
- [x] Documentar na issue o conteúdo inserido",https://github.com/fga-eps-mds/2019.1-Aix/issues/214
327,2019.1-Aix,Adicionar tópico com exemplos de utilização de matrizes,"Adicionar conteúdo referente ao tópico com exemplos de utilização de matrizes

**Tarefas**

- [x] Criar conteúdo referente a ação de apresentar exemplos de utilização de matrizes na linguagem python.
- [x] Inserir conteúdo referente a ação de apresentar exemplos de matrizes. Incluindo arquivos de Domain.yml, intents e utter

**Critérios de aceitação**

- [x] Aix ser capaz de responder este tópico
- [x] Conteúdo não reduzir precisão de resposta para outro tópico
- [x] Documentar na issue o conteúdo inserido
",https://github.com/fga-eps-mds/2019.1-Aix/issues/213
328,2019.1-Aix,Adicionar tópico com a definição do que são matrizes,"Adicionar conteúdo referente ao tópico definição do que são matrizes

**Tarefas**

- [x] Criar conteúdo referente a ação de explicar sobre matrizes
- [x] Inserir conteúdo referente a ação de explicar sobre matrizes. Incluindo arquivos de Domain.yml, intents e utter

**Critérios de aceitação**

- [x] Aix ser capaz de responder este tópico
- [x] Conteúdo não reduzir precisão de resposta para outro tópico
- [x] Documentar na issue o conteúdo inserido
",https://github.com/fga-eps-mds/2019.1-Aix/issues/212
329,2019.1-Aix,Adicionar tópico com linkagem estática para sugestão de exercício sobre uso de vetores,"Adicionar conteúdo referente ao tópico linkagem estática para sugestão de exercício sobre uso de vetores

**Tarefas**

- [x] Pesquisar link referente a sugestão de exercícios referentes ao uso de vetores na linguagem python.
- [x] Inserir conteúdo referente a ação de oferecer um link sobre sugestão de exercício sobre utilização de vetores. Incluindo arquivos de Domain.yml, intents e utter

**Critérios de aceitação**

- [x] Aix ser capaz de responder este tópico
- [x] Conteúdo não reduzir precisão de resposta para outro tópico
- [x] Documentar na issue o conteúdo inserido
",https://github.com/fga-eps-mds/2019.1-Aix/issues/211
330,2019.1-Aix,Adicionar tópico com linkagem estática para conteúdo extra sobre vetores,"Adicionar conteúdo referente ao tópico linkagem estática para conteúdo extra sobre vetores

**Tarefas**

- [x] Pesquisar link referente a utilização de vetores na linguagem python.
- [x] Inserir conteúdo referente a ação de oferecer um link sobre a utilização de vetores.

**Critérios de aceitação**

- [x] Aix ser capaz de responder este tópico
- [x] Conteúdo não reduzir precisão de resposta para outro tópico
- [x] Documentar na issue o conteúdo inserido

",https://github.com/fga-eps-mds/2019.1-Aix/issues/210
332,2019.1-Aix,Adicionar tópico com exemplos de utilização de vetores,"Adicionar conteúdo referente ao tópico com exemplos de utilização de vetores

**Tarefas**

- [x] Criar conteúdo referente a ação de apresentar exemplos de utilização de vetores na linguagem python.
- [x] Inserir conteúdo referente a ação de apresentar exemplos de vetores. Incluindo arquivos de Domain.yml, intents e utter

**Critérios de aceitação**

- [x] Aix ser capaz de responder este tópico
- [x] Conteúdo não reduzir precisão de resposta para outro tópico
- [x] Documentar na issue o conteúdo inserido
",https://github.com/fga-eps-mds/2019.1-Aix/issues/208
333,2019.1-Aix,Adicionar tópico com a definição do que são vetores,"Adicionar conteúdo referente ao tópico definição do que são vetores
**Tarefas**

- [x] Criar conteúdo referente a ação de explicar sobre vetores
- [x] Inserir conteúdo referente a ação de explicar sobre vetores. Incluindo arquivos de Domain.yml, intents e utter

**Critérios de aceitação**

- [x] Aix ser capaz de responder este tópico
- [x] Conteúdo não reduzir precisão de resposta para outro tópico
- [x] Documentar na issue o conteúdo inserido
",https://github.com/fga-eps-mds/2019.1-Aix/issues/207
334,2019.1-Aix,Bot não reage corretamente com o comando /start,"**Descreva o bug**
Quando você abre um chat de um bot pelo username (no caso desse bot @Aix_chatbodebot), ele oferece a opção de iniciar e quando você clica, ele manda o comando `/start` para o bot, mas a resposta que vem é de que ele não está entendendo o comando.

**Comportamento esperado**
Uma mensagem de boas-vindas ou coisa do tipo.

**Comportamento encontrado**
Mensagens variadas do tipo ""não entendi""

**Como reproduzir**
1. Digite `/start` no chat do bot e mande
",https://github.com/fga-eps-mds/2019.1-Aix/issues/205
340,2019.1-Aix,Adicionar tópico com a definição de Matrizes,"Adicionar conteúdo referente ao tópico definição de Matrizes

**Tarefas**

- [x] Criar conteúdo referente a ação de explicar sobre matrizes
- [x] Inserir conteúdo referente a ação de explicar sobre matrizes. Incluindo arquivos de Domain.yml, intents e utter

**Critérios de aceitação**

- [x] Aix ser capaz de responder este tópico
- [x] Conteúdo não reduzir precisão de resposta para outro tópico
- [x] Documentar na issue o conteúdo inserido
",https://github.com/fga-eps-mds/2019.1-Aix/issues/174
341,2019.1-Aix,Adicionar tópico com a definição de Vetores,"Adicionar conteúdo referente ao tópico definição de Vetores

**Tarefas**

- [x] Criar conteúdo referente a ação de explicar sobre vetores
- [x] Inserir conteúdo referente a ação de explicar sobre vetores. Incluindo arquivos de Domain.yml, intents e utter

**Critérios de aceitação**

- [x] Aix ser capaz de responder este tópico
- [x] Conteúdo não reduzir precisão de resposta para outro tópico
- [x] Documentar na issue o conteúdo inserido
",https://github.com/fga-eps-mds/2019.1-Aix/issues/173
343,2019.1-Aix,Adicionar tópico sobre guiar usuário na instalação das dependências do python,"Adicionar conteúdo referente à guiar o usuário na instalação das dependências do python

**Tarefas**

- [x] Criar conteúdo referente à guiar o usuário na instalação das dependências do python
- [x] Inserir conteúdo referente à guiar o usuário na instalação das dependências do python. Incluindo arquivos de Domain.yml, intents e utter

**Critérios de aceitação**

- [x] Aix ser capaz de responder este tópico
- [x] Conteúdo não reduzir precisão de resposta para outro tópico
- [x] Documentar na issue o conteúdo inserido
",https://github.com/fga-eps-mds/2019.1-Aix/issues/170
344,2019.1-Aix,Adicionar tópico sobre dependências do ambiente de desenvolvimento do usuário,"Adicionar conteúdo referente à dependências presentes no ambiente de desenvolvimento configurado no computador do usuário

**Tarefas**

- [x] Criar conteúdo referente à dependências do ambiente de desenvolvimento configurado na máquina do usuário
- [x] Inserir conteúdo referente à dependências do ambiente de desenvolvimento configurado na máquina do usuário. Incluindo arquivos de Domain.yml, intents e utter

**Critérios de aceitação**

- [x] Aix ser capaz de responder este tópico
- [x] Conteúdo não reduzir precisão de resposta para outro tópico
- [x] Documentar na issue o conteúdo inserido
",https://github.com/fga-eps-mds/2019.1-Aix/issues/169
345,2019.1-Aix,Adicionar tópico sobre questionamento sobre ambiente de desenvolvimento,"Adicionar conteúdo referente à existência de um ambiente de desenvolvimento configurado no computador do usuário

**Tarefas**

- [x] Criar conteúdo referente à existência de um ambiente de desenvolvimento configurado na máquina do usuário
- [x] Inserir conteúdo referente à existência de um ambiente de desenvolvimento configurado na máquina do usuário. Incluindo arquivos de Domain.yml, intents e utter

**Critérios de aceitação**

- [x] Aix ser capaz de responder este tópico
- [x] Conteúdo não reduzir precisão de resposta para outro tópico
- [x] Documentar na issue o conteúdo inserido
",https://github.com/fga-eps-mds/2019.1-Aix/issues/168
356,2019.1-Aix,"Formatar padrões em intents, utters e stories","**Tarefas**

- [x] Estabelecer uma padrão entre todas as utters, stories e intents.

**Critérios de aceitação**

- [x] A definição do padrão não deve afetar no funcionamento do bot.
- [x] Todas as utters, intents e stories devem seguir o padrão definido.
",https://github.com/fga-eps-mds/2019.1-Aix/issues/148
364,2019.1-Aix,Adicionar tópico de Fallback,"Adicionar conteúdo referente a Fallback de forma que o bot consiga se expressar quando não compreender algo.

**Tarefas**

- [x] Criar conteúdo referente a fallback
- [x] Inserir conteúdo referente a fallback. Incluindo arquivos de Domain.yml, intents e utter

**Critérios de aceitação**

- [x] Aix ser capaz de responder este tópico
- [x] Conteúdo não reduzir precisão de resposta para outro tópico
- [x] Documentar na issue o conteúdo inserido
",https://github.com/fga-eps-mds/2019.1-Aix/issues/132
